Sistema Termodinámico Controlado
Comandos:
1/0 - Encender/Apagar foco
2/3 - Encender/Apagar ventilador
SXX.X - Establecer setpoint (ej: S25.5)
C - Activar/Desactivar control automático
HX.X - Ajustar histéresis (ej: H1.0)
Tiempo(s),Humedad(%),TempAHT(°C),TempLM35(°C),Setpoint(°C),Foco,Ventilador,Control
202.358,63.85,39.273,35.191,55.0,1,0,1
202.758,63.82,39.301,34.702,55.0,1,0,1
203.158,63.83,39.334,34.702,55.0,1,0,1
203.558,63.68,39.354,34.702,55.0,1,0,1
203.958,63.68,39.401,35.679,55.0,1,0,1
204.358,63.70,39.415,34.702,55.0,1,0,1
204.758,63.64,39.450,34.702,55.0,1,0,1
205.158,63.64,39.470,34.702,55.0,1,0,1
205.558,63.58,39.507,35.191,55.0,1,0,1
205.958,63.59,39.541,35.191,55.0,1,0,1
206.358,63.51,39.582,34.702,55.0,1,0,1
206.758,63.49,39.589,35.191,55.0,1,0,1
207.158,63.51,39.633,35.191,55.0,1,0,1
207.558,63.48,39.663,35.191,55.0,1,0,1
207.958,63.44,39.695,35.191,55.0,1,0,1
208.358,63.42,39.730,34.702,55.0,1,0,1
208.758,63.45,39.752,35.191,55.0,1,0,1
209.158,63.47,39.792,35.191,55.0,1,0,1
209.558,63.49,39.805,35.191,55.0,1,0,1
209.958,63.46,39.841,35.191,55.0,1,0,1
210.358,63.49,39.885,35.191,55.0,1,0,1
210.758,63.48,39.906,35.191,55.0,1,0,1
211.158,63.44,39.928,35.191,55.0,1,0,1
211.558,63.42,39.950,35.191,55.0,1,0,1
211.958,63.41,39.980,35.191,55.0,1,0,1
212.358,63.36,40.011,35.191,55.0,1,0,1
212.758,63.37,40.047,35.191,55.0,1,0,1
213.158,63.34,40.072,35.191,55.0,1,0,1
213.558,63.33,40.107,35.679,55.0,1,0,1
213.958,63.31,40.142,35.191,55.0,1,0,1
214.358,63.29,40.161,35.191,55.0,1,0,1
214.758,63.29,40.205,35.191,55.0,1,0,1
215.158,63.22,40.222,35.191,55.0,1,0,1
215.558,63.20,40.254,35.679,55.0,1,0,1
215.958,63.12,40.286,35.679,55.0,1,0,1
216.358,63.07,40.311,36.168,55.0,1,0,1
216.758,63.05,40.339,35.191,55.0,1,0,1
217.158,62.99,40.377,35.191,55.0,1,0,1
217.558,62.92,40.398,35.679,55.0,1,0,1
217.958,62.86,40.435,35.679,55.0,1,0,1
218.358,62.82,40.456,35.679,55.0,1,0,1
218.758,62.75,40.477,35.679,55.0,1,0,1
219.158,62.66,40.526,35.679,55.0,1,0,1
219.558,62.65,40.559,35.191,55.0,1,0,1
219.958,62.60,40.576,35.679,55.0,1,0,1
220.358,62.49,40.602,35.679,55.0,1,0,1
220.758,62.45,40.625,35.679,55.0,1,0,1
221.158,62.39,40.667,35.679,55.0,1,0,1
221.558,62.34,40.690,36.168,55.0,1,0,1
221.958,62.27,40.732,35.679,55.0,1,0,1
222.358,62.22,40.751,35.679,55.0,1,0,1
222.758,62.13,40.769,36.168,55.0,1,0,1
223.158,62.09,40.815,35.679,55.0,1,0,1
223.558,61.99,40.834,35.679,55.0,1,0,1
223.958,61.92,40.854,36.168,55.0,1,0,1
224.358,61.86,40.880,36.168,55.0,1,0,1
224.758,61.82,40.917,35.679,55.0,1,0,1
225.158,61.75,40.939,36.168,55.0,1,0,1
225.558,61.67,40.963,35.679,55.0,1,0,1
225.958,61.65,41.006,35.679,55.0,1,0,1
226.358,61.58,41.038,35.679,55.0,1,0,1
226.758,61.56,41.069,36.168,55.0,1,0,1
227.158,61.51,41.098,36.168,55.0,1,0,1
227.558,61.43,41.119,35.679,55.0,1,0,1
227.958,61.38,41.160,35.191,55.0,1,0,1
228.358,61.28,41.174,36.168,55.0,1,0,1
228.758,61.28,41.195,36.168,55.0,1,0,1
229.158,61.21,41.232,36.168,55.0,1,0,1
229.558,61.15,41.260,36.168,55.0,1,0,1
229.958,61.10,41.273,36.168,55.0,1,0,1
230.358,61.07,41.304,36.168,55.0,1,0,1
230.758,61.04,41.348,36.168,55.0,1,0,1
231.158,60.98,41.375,36.168,55.0,1,0,1
231.558,60.94,41.400,36.168,55.0,1,0,1
231.958,60.84,41.430,36.168,55.0,1,0,1
232.358,60.85,41.449,36.657,55.0,1,0,1
232.758,60.76,41.493,36.168,55.0,1,0,1
233.158,60.77,41.515,36.168,55.0,1,0,1
233.558,60.65,41.536,36.168,55.0,1,0,1
233.958,60.60,41.568,36.168,55.0,1,0,1
234.358,60.55,41.594,36.168,55.0,1,0,1
234.758,60.47,41.625,36.657,55.0,1,0,1
235.158,60.40,41.642,36.168,55.0,1,0,1
235.558,60.33,41.665,36.168,55.0,1,0,1
235.958,60.27,41.694,36.168,55.0,1,0,1
236.358,60.19,41.722,36.168,55.0,1,0,1
236.758,60.12,41.754,36.657,55.0,1,0,1
237.158,60.09,41.776,36.657,55.0,1,0,1
237.558,59.97,41.813,36.168,55.0,1,0,1
237.958,59.92,41.827,36.168,55.0,1,0,1
238.358,59.85,41.866,36.168,55.0,1,0,1
238.758,59.76,41.897,36.657,55.0,1,0,1
239.158,59.66,41.930,36.657,55.0,1,0,1
239.558,59.61,41.953,36.657,55.0,1,0,1
239.958,59.52,41.988,36.657,55.0,1,0,1
240.358,59.42,42.008,36.657,55.0,1,0,1
240.758,59.35,42.031,36.657,55.0,1,0,1
241.158,59.28,42.061,36.657,55.0,1,0,1
241.558,59.22,42.106,36.168,55.0,1,0,1
241.958,59.15,42.123,37.146,55.0,1,0,1
242.358,59.06,42.158,36.657,55.0,1,0,1
242.758,58.99,42.168,36.657,55.0,1,0,1
243.158,58.93,42.194,36.657,55.0,1,0,1
243.558,58.80,42.231,36.657,55.0,1,0,1
243.958,58.76,42.253,36.657,55.0,1,0,1
244.358,58.67,42.278,37.146,55.0,1,0,1
244.758,58.58,42.304,36.657,55.0,1,0,1
245.158,58.52,42.330,36.657,55.0,1,0,1
245.558,58.46,42.365,36.657,55.0,1,0,1
245.958,58.42,42.395,36.657,55.0,1,0,1
246.358,58.30,42.403,36.657,55.0,1,0,1
246.758,58.20,42.438,36.657,55.0,1,0,1
247.158,58.16,42.458,37.146,55.0,1,0,1
247.558,58.08,42.488,37.146,55.0,1,0,1
247.958,58.01,42.524,36.657,55.0,1,0,1
248.358,57.97,42.536,37.146,55.0,1,0,1
248.758,57.91,42.564,36.657,55.0,1,0,1
249.158,57.87,42.590,37.146,55.0,1,0,1
249.558,57.85,42.623,36.657,55.0,1,0,1
249.958,57.79,42.634,37.146,55.0,1,0,1
250.358,57.74,42.678,37.146,55.0,1,0,1
250.758,57.72,42.712,36.657,55.0,1,0,1
251.158,57.67,42.728,37.146,55.0,1,0,1
251.558,57.67,42.751,37.146,55.0,1,0,1
251.958,57.63,42.779,37.146,55.0,1,0,1
252.358,57.56,42.811,37.146,55.0,1,0,1
252.758,57.56,42.836,36.657,55.0,1,0,1
253.158,57.50,42.855,37.146,55.0,1,0,1
253.558,57.49,42.888,37.146,55.0,1,0,1
253.958,57.46,42.905,37.146,55.0,1,0,1
254.358,57.46,42.930,37.146,55.0,1,0,1
254.758,57.41,42.975,37.146,55.0,1,0,1
255.158,57.39,42.998,37.146,55.0,1,0,1
255.558,57.38,43.023,37.146,55.0,1,0,1
255.958,57.32,43.029,37.146,55.0,1,0,1
256.358,57.31,43.073,37.634,55.0,1,0,1
256.758,57.33,43.098,37.146,55.0,1,0,1
257.158,57.24,43.128,37.146,55.0,1,0,1
257.558,57.19,43.157,37.146,55.0,1,0,1
257.958,57.16,43.181,37.146,55.0,1,0,1
258.358,57.15,43.195,37.146,55.0,1,0,1
258.758,57.16,43.229,37.634,55.0,1,0,1
259.158,57.02,43.241,37.634,55.0,1,0,1
259.558,57.04,43.289,37.634,55.0,1,0,1
259.958,57.03,43.304,37.634,55.0,1,0,1
260.358,57.02,43.320,37.634,55.0,1,0,1
260.758,56.97,43.354,37.634,55.0,1,0,1
261.158,56.92,43.380,37.634,55.0,1,0,1
261.558,56.87,43.402,37.634,55.0,1,0,1
261.958,56.85,43.423,37.634,55.0,1,0,1
262.358,56.85,43.455,37.634,55.0,1,0,1
262.758,56.80,43.489,37.634,55.0,1,0,1
263.158,56.78,43.511,37.634,55.0,1,0,1
263.558,56.73,43.523,37.634,55.0,1,0,1
263.958,56.71,43.558,37.634,55.0,1,0,1
264.358,56.64,43.569,37.634,55.0,1,0,1
264.758,56.69,43.608,37.634,55.0,1,0,1
265.158,56.67,43.633,37.634,55.0,1,0,1
265.558,56.66,43.645,37.634,55.0,1,0,1
265.958,56.65,43.688,37.634,55.0,1,0,1
266.358,56.59,43.689,37.634,55.0,1,0,1
266.758,56.59,43.722,37.634,55.0,1,0,1
267.158,56.62,43.752,37.634,55.0,1,0,1
267.558,56.57,43.773,37.634,55.0,1,0,1
267.958,56.53,43.808,37.634,55.0,1,0,1
268.358,56.50,43.815,37.634,55.0,1,0,1
268.758,56.50,43.840,37.634,55.0,1,0,1
269.158,56.47,43.873,37.634,55.0,1,0,1
269.558,56.39,43.898,37.634,55.0,1,0,1
269.958,56.38,43.925,37.634,55.0,1,0,1
270.358,56.37,43.962,37.634,55.0,1,0,1
270.758,56.35,43.965,37.634,55.0,1,0,1
271.158,56.31,44.004,37.634,55.0,1,0,1
271.558,56.30,44.028,37.634,55.0,1,0,1
271.958,56.23,44.049,37.634,55.0,1,0,1
272.358,56.22,44.088,38.123,55.0,1,0,1
272.758,56.19,44.099,38.123,55.0,1,0,1
273.158,56.17,44.110,37.634,55.0,1,0,1
273.558,56.15,44.145,37.634,55.0,1,0,1
273.958,56.08,44.170,38.123,55.0,1,0,1
274.358,56.05,44.197,38.123,55.0,1,0,1
274.758,56.02,44.221,38.123,55.0,1,0,1
275.158,56.00,44.248,38.123,55.0,1,0,1
275.558,55.97,44.263,37.634,55.0,1,0,1
275.958,55.91,44.304,38.123,55.0,1,0,1
276.358,55.90,44.312,38.123,55.0,1,0,1
276.758,55.85,44.338,38.123,55.0,1,0,1
277.158,55.81,44.353,37.634,55.0,1,0,1
277.558,55.75,44.370,38.123,55.0,1,0,1
277.958,55.70,44.396,38.123,55.0,1,0,1
278.358,55.65,44.423,38.123,55.0,1,0,1
278.758,55.67,44.445,38.123,55.0,1,0,1
279.158,55.60,44.480,38.123,55.0,1,0,1
279.558,55.60,44.505,38.123,55.0,1,0,1
279.958,55.58,44.529,38.123,55.0,1,0,1
280.358,55.56,44.545,38.123,55.0,1,0,1
280.758,55.49,44.578,38.612,55.0,1,0,1
281.158,55.52,44.599,38.123,55.0,1,0,1
281.558,55.49,44.614,38.123,55.0,1,0,1
281.958,55.42,44.644,38.123,55.0,1,0,1
282.358,55.40,44.667,38.123,55.0,1,0,1
282.758,55.40,44.689,38.612,55.0,1,0,1
283.158,55.37,44.715,38.612,55.0,1,0,1
283.558,55.35,44.731,38.612,55.0,1,0,1
283.958,55.30,44.759,38.612,55.0,1,0,1
284.358,55.27,44.779,38.612,55.0,1,0,1
284.758,55.27,44.806,38.612,55.0,1,0,1
285.158,55.22,44.846,38.123,55.0,1,0,1
285.558,55.16,44.836,38.612,55.0,1,0,1
285.958,55.12,44.885,38.123,55.0,1,0,1
286.358,55.09,44.896,38.612,55.0,1,0,1
286.758,55.02,44.920,38.612,55.0,1,0,1
287.158,55.04,44.942,38.612,55.0,1,0,1
287.558,54.95,44.966,38.612,55.0,1,0,1
287.958,54.92,44.987,38.123,55.0,1,0,1
288.358,54.89,45.007,38.123,55.0,1,0,1
288.758,54.86,45.043,38.123,55.0,1,0,1
289.158,54.81,45.069,38.612,55.0,1,0,1
289.558,54.82,45.083,38.612,55.0,1,0,1
289.958,54.77,45.103,38.612,55.0,1,0,1
290.358,54.75,45.141,38.612,55.0,1,0,1
290.758,54.72,45.171,38.612,55.0,1,0,1
291.158,54.72,45.188,38.612,55.0,1,0,1
291.558,54.72,45.210,38.612,55.0,1,0,1
291.958,54.67,45.226,38.612,55.0,1,0,1
292.358,54.65,45.235,38.612,55.0,1,0,1
292.758,54.64,45.268,38.612,55.0,1,0,1
293.158,54.66,45.303,38.612,55.0,1,0,1
293.558,54.61,45.313,38.612,55.0,1,0,1
293.958,54.58,45.323,38.612,55.0,1,0,1
294.358,54.55,45.359,38.612,55.0,1,0,1
294.758,54.55,45.375,39.101,55.0,1,0,1
295.158,54.53,45.396,38.612,55.0,1,0,1
295.558,54.49,45.421,38.612,55.0,1,0,1
295.958,54.46,45.442,39.101,55.0,1,0,1
296.358,54.39,45.464,38.612,55.0,1,0,1
296.758,54.38,45.487,38.612,55.0,1,0,1
297.158,54.33,45.512,38.612,55.0,1,0,1
297.558,54.29,45.537,39.101,55.0,1,0,1
297.958,54.26,45.526,39.101,55.0,1,0,1
298.358,54.20,45.571,39.101,55.0,1,0,1
298.758,54.11,45.597,39.101,55.0,1,0,1
299.158,54.13,45.615,39.101,55.0,1,0,1
299.558,54.07,45.642,38.612,55.0,1,0,1
299.958,54.09,45.658,39.101,55.0,1,0,1
300.358,54.06,45.693,38.612,55.0,1,0,1
300.758,53.99,45.703,39.101,55.0,1,0,1
301.158,54.00,45.728,39.101,55.0,1,0,1
301.558,53.95,45.737,39.589,55.0,1,0,1
301.958,53.91,45.770,39.101,55.0,1,0,1
302.358,53.89,45.782,39.101,55.0,1,0,1
302.758,53.85,45.813,39.101,55.0,1,0,1
303.158,53.84,45.834,39.101,55.0,1,0,1
303.558,53.85,45.856,39.101,55.0,1,0,1
303.958,53.77,45.874,39.101,55.0,1,0,1
304.358,53.73,45.897,39.101,55.0,1,0,1
304.758,53.73,45.918,39.101,55.0,1,0,1
305.158,53.70,45.930,39.101,55.0,1,0,1
305.558,53.65,45.963,39.101,55.0,1,0,1
305.958,53.63,45.977,39.589,55.0,1,0,1
306.358,53.61,45.981,39.101,55.0,1,0,1
306.758,53.59,46.018,39.101,55.0,1,0,1
307.158,53.55,46.037,39.101,55.0,1,0,1
307.558,53.53,46.058,39.101,55.0,1,0,1
307.958,53.50,46.080,39.101,55.0,1,0,1
308.358,53.49,46.102,39.101,55.0,1,0,1
308.758,53.44,46.129,39.101,55.0,1,0,1
309.158,53.41,46.140,39.101,55.0,1,0,1
309.558,53.41,46.164,39.589,55.0,1,0,1
309.958,53.39,46.171,39.589,55.0,1,0,1
310.358,53.37,46.208,39.101,55.0,1,0,1
310.758,53.38,46.232,39.101,55.0,1,0,1
311.158,53.35,46.237,39.101,55.0,1,0,1
311.558,53.31,46.256,39.101,55.0,1,0,1
311.958,53.28,46.292,39.589,55.0,1,0,1
312.358,53.25,46.297,39.101,55.0,1,0,1
312.758,53.25,46.325,39.101,55.0,1,0,1
313.158,53.23,46.343,39.101,55.0,1,0,1
313.558,53.16,46.368,39.589,55.0,1,0,1
313.958,53.21,46.393,39.101,55.0,1,0,1
314.358,53.16,46.410,39.101,55.0,1,0,1
314.758,53.14,46.431,39.589,55.0,1,0,1
315.158,53.12,46.447,39.101,55.0,1,0,1
315.558,53.07,46.468,39.589,55.0,1,0,1
315.958,53.08,46.486,39.589,55.0,1,0,1
316.358,53.03,46.515,39.589,55.0,1,0,1
316.758,53.01,46.541,39.589,55.0,1,0,1
317.158,53.01,46.552,39.589,55.0,1,0,1
317.558,52.96,46.575,39.589,55.0,1,0,1
317.958,52.89,46.594,39.589,55.0,1,0,1
318.358,52.87,46.618,39.589,55.0,1,0,1
318.758,52.83,46.638,39.589,55.0,1,0,1
319.158,52.79,46.646,39.589,55.0,1,0,1
319.558,52.78,46.657,39.589,55.0,1,0,1
319.958,52.74,46.699,39.589,55.0,1,0,1
320.358,52.72,46.716,39.589,55.0,1,0,1
320.758,52.68,46.725,39.589,55.0,1,0,1
321.158,52.65,46.759,39.589,55.0,1,0,1
321.558,52.66,46.776,40.078,55.0,1,0,1
321.958,52.59,46.794,39.589,55.0,1,0,1
322.358,52.60,46.820,39.589,55.0,1,0,1
322.758,52.51,46.837,39.589,55.0,1,0,1
323.158,52.52,46.844,39.589,55.0,1,0,1
323.558,52.50,46.882,39.589,55.0,1,0,1
323.958,52.47,46.889,40.078,55.0,1,0,1
324.358,52.44,46.902,39.589,55.0,1,0,1
324.758,52.48,46.924,39.589,55.0,1,0,1
325.158,52.37,46.948,39.589,55.0,1,0,1
325.558,52.38,46.963,40.078,55.0,1,0,1
325.958,52.34,46.995,39.589,55.0,1,0,1
326.358,52.33,47.000,39.589,55.0,1,0,1
326.758,52.33,47.016,40.078,55.0,1,0,1
327.158,52.28,47.053,39.589,55.0,1,0,1
327.558,52.25,47.073,40.078,55.0,1,0,1
327.958,52.20,47.098,40.078,55.0,1,0,1
328.358,52.17,47.099,40.078,55.0,1,0,1
328.758,52.12,47.121,40.078,55.0,1,0,1
329.158,52.13,47.131,40.078,55.0,1,0,1
329.558,52.10,47.153,40.078,55.0,1,0,1
329.958,52.04,47.177,40.078,55.0,1,0,1
330.358,52.06,47.202,39.589,55.0,1,0,1
330.758,52.02,47.212,40.078,55.0,1,0,1
331.158,52.04,47.220,40.078,55.0,1,0,1
331.558,51.95,47.243,40.078,55.0,1,0,1
331.958,51.95,47.263,40.078,55.0,1,0,1
332.358,51.94,47.302,39.589,55.0,1,0,1
332.758,51.92,47.298,39.589,55.0,1,0,1
333.158,51.88,47.323,40.078,55.0,1,0,1
333.558,51.82,47.343,39.589,55.0,1,0,1
333.958,51.81,47.363,40.078,55.0,1,0,1
334.358,51.81,47.382,40.078,55.0,1,0,1
334.758,51.81,47.398,40.078,55.0,1,0,1
335.158,51.76,47.417,40.078,55.0,1,0,1
335.558,51.72,47.442,39.589,55.0,1,0,1
335.958,51.71,47.452,39.101,55.0,1,0,1
336.358,51.70,47.473,40.078,55.0,1,0,1
336.758,51.68,47.500,40.078,55.0,1,0,1
337.158,51.59,47.515,40.078,55.0,1,0,1
337.558,51.62,47.524,40.078,55.0,1,0,1
337.958,51.60,47.535,40.078,55.0,1,0,1
338.358,51.56,47.572,40.078,55.0,1,0,1
338.758,51.55,47.597,40.078,55.0,1,0,1
339.158,51.54,47.599,40.078,55.0,1,0,1
339.558,51.51,47.624,40.078,55.0,1,0,1
339.958,51.47,47.637,40.078,55.0,1,0,1
340.358,51.44,47.650,40.567,55.0,1,0,1
340.758,51.45,47.670,40.078,55.0,1,0,1
341.158,51.42,47.700,40.078,55.0,1,0,1
341.558,51.37,47.724,40.078,55.0,1,0,1
341.958,51.36,47.723,40.567,55.0,1,0,1
342.358,51.33,47.745,40.078,55.0,1,0,1
342.758,51.31,47.769,40.567,55.0,1,0,1
343.158,51.24,47.791,40.078,55.0,1,0,1
343.558,51.26,47.805,40.078,55.0,1,0,1
343.958,51.23,47.812,40.078,55.0,1,0,1
344.358,51.19,47.841,40.078,55.0,1,0,1
344.758,51.16,47.849,40.567,55.0,1,0,1
345.158,51.18,47.865,40.567,55.0,1,0,1
345.558,51.13,47.879,40.078,55.0,1,0,1
345.958,51.08,47.898,40.078,55.0,1,0,1
346.358,51.13,47.907,40.567,55.0,1,0,1
346.758,51.06,47.939,40.078,55.0,1,0,1
347.158,51.01,47.957,40.078,55.0,1,0,1
347.558,51.01,47.966,40.078,55.0,1,0,1
347.958,51.00,48.009,40.567,55.0,1,0,1
348.358,50.95,48.001,40.567,55.0,1,0,1
348.758,50.96,48.018,40.078,55.0,1,0,1
349.158,50.95,48.046,40.567,55.0,1,0,1
349.558,50.89,48.056,40.567,55.0,1,0,1
349.958,50.89,48.077,40.567,55.0,1,0,1
350.358,50.82,48.097,40.567,55.0,1,0,1
350.758,50.80,48.102,40.567,55.0,1,0,1
351.158,50.78,48.134,40.078,55.0,1,0,1
351.558,50.76,48.153,40.567,55.0,1,0,1
351.958,50.72,48.163,40.567,55.0,1,0,1
352.358,50.68,48.175,40.567,55.0,1,0,1
352.758,50.65,48.190,40.567,55.0,1,0,1
353.158,50.64,48.208,40.567,55.0,1,0,1
353.558,50.60,48.239,40.567,55.0,1,0,1
353.958,50.57,48.248,40.567,55.0,1,0,1
354.358,50.52,48.262,40.567,55.0,1,0,1
354.758,50.52,48.281,41.056,55.0,1,0,1
355.158,50.48,48.296,40.567,55.0,1,0,1
355.558,50.47,48.319,40.567,55.0,1,0,1
355.958,50.42,48.343,40.567,55.0,1,0,1
356.358,50.41,48.351,40.567,55.0,1,0,1
356.758,50.40,48.349,41.056,55.0,1,0,1
357.158,50.35,48.374,40.567,55.0,1,0,1
357.558,50.36,48.407,40.567,55.0,1,0,1
357.958,50.31,48.422,40.567,55.0,1,0,1
358.358,50.28,48.436,40.567,55.0,1,0,1
358.758,50.25,48.445,41.056,55.0,1,0,1
359.158,50.19,48.458,41.056,55.0,1,0,1
359.558,50.22,48.480,40.567,55.0,1,0,1
359.958,50.14,48.503,41.056,55.0,1,0,1
360.358,50.13,48.510,41.056,55.0,1,0,1
360.758,50.13,48.531,40.567,55.0,1,0,1
361.158,50.08,48.540,41.056,55.0,1,0,1
361.558,50.05,48.566,40.567,55.0,1,0,1
361.958,50.01,48.578,40.567,55.0,1,0,1
362.358,50.03,48.594,40.567,55.0,1,0,1
362.758,49.99,48.623,40.567,55.0,1,0,1
363.158,49.94,48.619,40.567,55.0,1,0,1
363.558,49.93,48.634,40.567,55.0,1,0,1
363.958,49.91,48.655,40.567,55.0,1,0,1
364.358,49.86,48.662,40.567,55.0,1,0,1
364.758,49.83,48.688,40.567,55.0,1,0,1
365.158,49.81,48.712,40.567,55.0,1,0,1
365.558,49.77,48.719,41.056,55.0,1,0,1
365.958,49.75,48.742,41.056,55.0,1,0,1
366.358,49.75,48.760,41.056,55.0,1,0,1
366.758,49.70,48.765,40.567,55.0,1,0,1
367.158,49.69,48.791,41.056,55.0,1,0,1
367.558,49.66,48.807,40.567,55.0,1,0,1
367.958,49.62,48.819,40.567,55.0,1,0,1
368.358,49.61,48.842,40.567,55.0,1,0,1
368.758,49.59,48.849,41.056,55.0,1,0,1
369.158,49.53,48.865,41.056,55.0,1,0,1
369.558,49.52,48.882,41.056,55.0,1,0,1
369.958,49.49,48.907,41.056,55.0,1,0,1
370.358,49.49,48.917,41.056,55.0,1,0,1
370.758,49.43,48.931,41.056,55.0,1,0,1
371.158,49.37,48.945,41.056,55.0,1,0,1
371.558,49.36,48.962,41.056,55.0,1,0,1
371.958,49.35,48.972,41.056,55.0,1,0,1
372.358,49.31,48.996,41.056,55.0,1,0,1
372.758,49.30,49.001,41.056,55.0,1,0,1
373.158,49.26,49.018,41.056,55.0,1,0,1
373.558,49.25,49.039,41.056,55.0,1,0,1
373.958,49.20,49.062,41.056,55.0,1,0,1
374.358,49.17,49.100,41.056,55.0,1,0,1
374.758,49.16,49.088,41.056,55.0,1,0,1
375.158,49.10,49.099,41.056,55.0,1,0,1
375.558,49.12,49.127,41.056,55.0,1,0,1
375.958,49.08,49.138,41.056,55.0,1,0,1
376.358,49.03,49.158,41.056,55.0,1,0,1
376.758,49.00,49.172,41.056,55.0,1,0,1
377.158,48.99,49.172,41.056,55.0,1,0,1
377.558,48.94,49.190,41.056,55.0,1,0,1
377.958,48.95,49.201,41.056,55.0,1,0,1
378.358,48.92,49.216,41.056,55.0,1,0,1
378.758,48.88,49.241,41.056,55.0,1,0,1
379.158,48.89,49.256,41.056,55.0,1,0,1
379.558,48.83,49.274,41.544,55.0,1,0,1
379.958,48.84,49.301,41.056,55.0,1,0,1
380.358,48.78,49.309,41.056,55.0,1,0,1
380.758,48.77,49.333,41.544,55.0,1,0,1
381.158,48.77,49.330,41.544,55.0,1,0,1
381.558,48.73,49.354,41.544,55.0,1,0,1
381.958,48.70,49.366,41.056,55.0,1,0,1
382.358,48.70,49.378,41.056,55.0,1,0,1
382.758,48.66,49.398,41.056,55.0,1,0,1
383.158,48.67,49.403,41.544,55.0,1,0,1
383.558,48.66,49.430,41.056,55.0,1,0,1
383.958,48.64,49.445,41.544,55.0,1,0,1
384.358,48.61,49.460,41.544,55.0,1,0,1
384.758,48.60,49.480,41.544,55.0,1,0,1
385.158,48.58,49.499,41.544,55.0,1,0,1
385.558,48.55,49.509,41.544,55.0,1,0,1
385.958,48.53,49.520,41.544,55.0,1,0,1
386.358,48.51,49.553,41.056,55.0,1,0,1
386.758,48.50,49.554,41.544,55.0,1,0,1
387.158,48.47,49.565,41.544,55.0,1,0,1
387.558,48.47,49.581,41.544,55.0,1,0,1
387.958,48.44,49.592,41.544,55.0,1,0,1
388.358,48.40,49.610,41.544,55.0,1,0,1
388.758,48.33,49.635,41.544,55.0,1,0,1
389.158,48.35,49.643,41.056,55.0,1,0,1
389.558,48.29,49.662,41.544,55.0,1,0,1
389.958,48.30,49.667,41.544,55.0,1,0,1
390.358,48.27,49.687,41.544,55.0,1,0,1
390.758,48.25,49.693,41.544,55.0,1,0,1
391.158,48.27,49.708,41.056,55.0,1,0,1
391.558,48.24,49.712,41.544,55.0,1,0,1
391.958,48.23,49.754,41.544,55.0,1,0,1
392.358,48.22,49.751,41.544,55.0,1,0,1
392.758,48.14,49.757,41.544,55.0,1,0,1
393.158,48.11,49.771,41.544,55.0,1,0,1
393.558,48.13,49.786,41.544,55.0,1,0,1
393.958,48.12,49.806,41.544,55.0,1,0,1
394.358,48.11,49.821,41.544,55.0,1,0,1
394.758,48.10,49.826,41.544,55.0,1,0,1
395.158,48.05,49.838,41.544,55.0,1,0,1
395.558,48.02,49.843,41.544,55.0,1,0,1
395.958,48.01,49.881,41.544,55.0,1,0,1
396.358,47.97,49.877,41.544,55.0,1,0,1
396.758,47.97,49.899,41.544,55.0,1,0,1
397.158,47.95,49.917,41.544,55.0,1,0,1
397.558,47.94,49.933,41.544,55.0,1,0,1
397.958,47.91,49.953,41.544,55.0,1,0,1
398.358,47.92,49.955,42.033,55.0,1,0,1
398.758,47.90,49.977,41.544,55.0,1,0,1
399.158,47.89,49.994,42.033,55.0,1,0,1
399.558,47.87,49.996,41.544,55.0,1,0,1
399.958,47.86,50.020,41.544,55.0,1,0,1
400.358,47.77,50.023,41.544,55.0,1,0,1
400.758,47.80,50.035,41.544,55.0,1,0,1
401.158,47.78,50.050,41.544,55.0,1,0,1
401.558,47.72,50.080,41.544,55.0,1,0,1
401.958,47.72,50.081,42.033,55.0,1,0,1
402.358,47.67,50.095,41.544,55.0,1,0,1
402.758,47.62,50.114,41.544,55.0,1,0,1
403.158,47.60,50.125,42.033,55.0,1,0,1
403.558,47.60,50.149,41.544,55.0,1,0,1
403.958,47.57,50.156,41.544,55.0,1,0,1
404.358,47.53,50.174,42.033,55.0,1,0,1
404.758,47.53,50.173,42.033,55.0,1,0,1
405.158,47.51,50.190,41.544,55.0,1,0,1
405.558,47.48,50.202,41.544,55.0,1,0,1
405.958,47.45,50.210,41.544,55.0,1,0,1
406.358,47.42,50.225,41.544,55.0,1,0,1
406.758,47.40,50.245,42.033,55.0,1,0,1
407.158,47.39,50.253,42.033,55.0,1,0,1
407.558,47.37,50.255,42.033,55.0,1,0,1
407.958,47.34,50.286,41.544,55.0,1,0,1
408.358,47.31,50.292,42.033,55.0,1,0,1
408.758,47.33,50.304,41.544,55.0,1,0,1
409.158,47.30,50.323,42.033,55.0,1,0,1
409.558,47.31,50.336,41.544,55.0,1,0,1
409.958,47.28,50.336,42.033,55.0,1,0,1
410.358,47.25,50.352,41.544,55.0,1,0,1
410.758,47.23,50.371,42.033,55.0,1,0,1
411.158,47.20,50.378,42.033,55.0,1,0,1
411.558,47.20,50.387,41.544,55.0,1,0,1
411.958,47.15,50.402,42.033,55.0,1,0,1
412.358,47.12,50.413,41.544,55.0,1,0,1
412.758,47.13,50.420,42.033,55.0,1,0,1
413.158,47.06,50.452,42.033,55.0,1,0,1
413.558,47.06,50.479,42.033,55.0,1,0,1
413.958,47.04,50.479,42.033,55.0,1,0,1
414.358,47.01,50.489,42.033,55.0,1,0,1
