Sistema Termodinámico Controlado
Comandos:
1/0 - Encender/Apagar foco
2/3 - Encender/Apagar ventilador
SXX.X - Establecer setpoint (ej: S25.5)
C - Activar/Desactivar control automático
HX.X - Ajustar histéresis (ej: H1.0)
Tiempo(s),Humedad(%),TempAHT(°C),TempLM35(°C),Setpoint(°C),Foco,Ventilador,Control
414.758,47.03,50.513,42.033,55.0,1,0,1
415.158,46.99,50.522,42.033,55.0,1,0,1
415.558,46.98,50.535,41.544,55.0,1,0,1
415.958,46.96,50.541,42.033,55.0,1,0,1
416.358,46.96,50.560,42.033,55.0,1,0,1
416.758,46.99,50.577,42.033,55.0,1,0,1
417.158,46.94,50.588,42.033,55.0,1,0,1
417.558,46.95,50.589,42.033,55.0,1,0,1
417.958,46.88,50.609,42.033,55.0,1,0,1
418.358,46.89,50.623,42.033,55.0,1,0,1
418.758,46.84,50.623,41.544,55.0,1,0,1
419.158,46.84,50.639,42.033,55.0,1,0,1
419.558,46.80,50.639,41.544,55.0,1,0,1
419.958,46.82,50.661,42.033,55.0,1,0,1
420.358,46.75,50.673,42.033,55.0,1,0,1
420.758,46.77,50.692,42.033,55.0,1,0,1
421.158,46.71,50.686,42.033,55.0,1,0,1
421.558,46.67,50.707,42.033,55.0,1,0,1
421.958,46.65,50.728,42.033,55.0,1,0,1
422.358,46.61,50.738,42.033,55.0,1,0,1
422.758,46.59,50.761,42.033,55.0,1,0,1
423.158,46.59,50.760,42.033,55.0,1,0,1
423.558,46.52,50.775,42.033,55.0,1,0,1
423.958,46.55,50.776,42.033,55.0,1,0,1
424.358,46.54,50.794,42.033,55.0,1,0,1
424.758,46.48,50.814,42.522,55.0,1,0,1
425.158,46.46,50.821,42.033,55.0,1,0,1
425.558,46.46,50.832,42.033,55.0,1,0,1
425.958,46.41,50.846,42.033,55.0,1,0,1
426.358,46.38,50.861,42.033,55.0,1,0,1
426.758,46.38,50.855,42.033,55.0,1,0,1
427.158,46.38,50.883,42.033,55.0,1,0,1
427.558,46.34,50.906,42.033,55.0,1,0,1
427.958,46.29,50.913,42.033,55.0,1,0,1
428.358,46.31,50.922,42.033,55.0,1,0,1
428.758,46.27,50.929,42.033,55.0,1,0,1
429.158,46.25,50.945,42.522,55.0,1,0,1
429.558,46.24,50.948,42.033,55.0,1,0,1
429.958,46.19,50.976,42.033,55.0,1,0,1
430.358,46.20,50.977,41.544,55.0,1,0,1
430.758,46.19,50.993,42.033,55.0,1,0,1
431.158,46.17,51.011,43.011,55.0,1,0,1
431.558,46.13,51.032,42.033,55.0,1,0,1
431.958,46.12,51.033,42.033,55.0,1,0,1
432.358,46.11,51.031,42.522,55.0,1,0,1
432.758,46.08,51.056,42.033,55.0,1,0,1
433.158,46.07,51.062,42.522,55.0,1,0,1
433.558,46.05,51.083,42.522,55.0,1,0,1
433.958,46.05,51.084,42.033,55.0,1,0,1
434.358,46.02,51.106,42.033,55.0,1,0,1
434.758,46.00,51.126,42.033,55.0,1,0,1
435.158,46.01,51.118,42.033,55.0,1,0,1
435.558,45.97,51.131,42.522,55.0,1,0,1
435.958,45.98,51.143,42.522,55.0,1,0,1
436.358,45.95,51.160,42.033,55.0,1,0,1
436.758,45.92,51.174,42.522,55.0,1,0,1
437.158,45.89,51.190,42.033,55.0,1,0,1
437.558,45.83,51.197,42.522,55.0,1,0,1
437.958,45.83,51.212,42.522,55.0,1,0,1
438.358,45.81,51.208,43.011,55.0,1,0,1
438.758,45.80,51.229,42.522,55.0,1,0,1
439.158,45.80,51.242,42.522,55.0,1,0,1
439.558,45.76,51.248,42.522,55.0,1,0,1
439.958,45.76,51.258,42.522,55.0,1,0,1
440.358,45.76,51.270,43.011,55.0,1,0,1
440.758,45.72,51.279,41.544,55.0,1,0,1
441.158,45.68,51.296,42.522,55.0,1,0,1
441.558,45.67,51.315,42.522,55.0,1,0,1
441.958,45.70,51.321,42.522,55.0,1,0,1
442.358,45.65,51.325,42.522,55.0,1,0,1
442.758,45.62,51.352,42.522,55.0,1,0,1
443.158,45.60,51.358,42.522,55.0,1,0,1
443.558,45.59,51.360,42.522,55.0,1,0,1
443.958,45.60,51.373,42.522,55.0,1,0,1
444.358,45.53,51.382,42.522,55.0,1,0,1
444.758,45.51,51.409,42.522,55.0,1,0,1
445.158,45.47,51.406,42.522,55.0,1,0,1
445.558,45.48,51.417,43.011,55.0,1,0,1
445.958,45.48,51.418,42.522,55.0,1,0,1
446.358,45.43,51.450,42.522,55.0,1,0,1
446.758,45.39,51.449,42.522,55.0,1,0,1
447.158,45.38,51.459,42.522,55.0,1,0,1
447.558,45.34,51.469,42.522,55.0,1,0,1
447.958,45.30,51.485,42.522,55.0,1,0,1
448.358,45.27,51.505,42.522,55.0,1,0,1
448.758,45.27,51.507,42.522,55.0,1,0,1
449.158,45.23,51.509,42.522,55.0,1,0,1
449.558,45.20,51.529,42.522,55.0,1,0,1
449.958,45.20,51.534,42.522,55.0,1,0,1
450.358,45.17,51.563,42.522,55.0,1,0,1
450.758,45.14,51.550,42.522,55.0,1,0,1
451.158,45.11,51.564,42.522,55.0,1,0,1
451.558,45.12,51.573,42.522,55.0,1,0,1
451.958,45.08,51.606,42.522,55.0,1,0,1
452.358,45.03,51.602,42.522,55.0,1,0,1
452.758,45.00,51.613,43.011,55.0,1,0,1
453.158,44.99,51.631,42.522,55.0,1,0,1
453.558,44.94,51.632,42.522,55.0,1,0,1
453.958,44.92,51.647,42.522,55.0,1,0,1
454.358,44.88,51.655,42.522,55.0,1,0,1
454.758,44.85,51.688,42.522,55.0,1,0,1
455.158,44.84,51.696,42.522,55.0,1,0,1
455.558,44.82,51.689,42.522,55.0,1,0,1
455.958,44.78,51.709,42.522,55.0,1,0,1
456.358,44.71,51.718,42.522,55.0,1,0,1
456.758,44.76,51.736,42.522,55.0,1,0,1
457.158,44.71,51.741,43.011,55.0,1,0,1
457.558,44.69,51.750,42.522,55.0,1,0,1
457.958,44.67,51.755,43.011,55.0,1,0,1
458.358,44.65,51.785,43.011,55.0,1,0,1
458.758,44.64,51.765,43.011,55.0,1,0,1
459.158,44.60,51.795,43.011,55.0,1,0,1
459.558,44.61,51.813,43.011,55.0,1,0,1
459.958,44.57,51.813,42.522,55.0,1,0,1
460.358,44.55,51.834,42.522,55.0,1,0,1
460.758,44.53,51.845,43.011,55.0,1,0,1
461.158,44.50,51.842,43.011,55.0,1,0,1
461.558,44.50,51.865,42.522,55.0,1,0,1
461.958,44.50,51.868,43.011,55.0,1,0,1
462.358,44.48,51.895,43.011,55.0,1,0,1
462.758,44.46,51.888,42.522,55.0,1,0,1
463.158,44.46,51.892,42.522,55.0,1,0,1
463.558,44.41,51.917,43.011,55.0,1,0,1
463.958,44.42,51.911,43.011,55.0,1,0,1
464.358,44.41,51.927,43.011,55.0,1,0,1
464.758,44.38,51.943,43.011,55.0,1,0,1
465.158,44.34,51.944,43.011,55.0,1,0,1
465.558,44.31,51.954,43.011,55.0,1,0,1
465.958,44.29,51.963,43.011,55.0,1,0,1
466.358,44.24,51.995,43.011,55.0,1,0,1
466.758,44.22,51.995,43.011,55.0,1,0,1
467.158,44.20,52.016,43.011,55.0,1,0,1
467.558,44.20,52.007,42.522,55.0,1,0,1
467.958,44.17,52.037,42.522,55.0,1,0,1
468.358,44.13,52.033,41.056,55.0,1,0,1
468.758,44.09,52.038,43.011,55.0,1,0,1
469.158,44.08,52.058,43.011,55.0,1,0,1
469.558,44.08,52.057,43.011,55.0,1,0,1
469.958,44.05,52.070,43.011,55.0,1,0,1
470.358,44.05,52.080,43.011,55.0,1,0,1
470.758,43.99,52.080,43.011,55.0,1,0,1
471.158,43.97,52.089,43.011,55.0,1,0,1
471.558,43.94,52.112,43.011,55.0,1,0,1
471.958,43.97,52.125,43.011,55.0,1,0,1
472.358,43.93,52.130,43.011,55.0,1,0,1
472.758,43.90,52.147,42.522,55.0,1,0,1
473.158,43.87,52.144,43.011,55.0,1,0,1
473.558,43.87,52.146,42.522,55.0,1,0,1
473.958,43.85,52.165,43.011,55.0,1,0,1
474.358,43.85,52.187,43.011,55.0,1,0,1
474.758,43.85,52.200,43.011,55.0,1,0,1
475.158,43.82,52.215,43.011,55.0,1,0,1
475.558,43.81,52.225,42.522,55.0,1,0,1
475.958,43.77,52.218,43.011,55.0,1,0,1
476.358,43.76,52.236,43.011,55.0,1,0,1
476.758,43.79,52.234,43.011,55.0,1,0,1
477.158,43.77,52.240,43.011,55.0,1,0,1
477.558,43.76,52.250,42.522,55.0,1,0,1
477.958,43.73,52.269,43.011,55.0,1,0,1
478.358,43.73,52.275,43.011,55.0,1,0,1
478.758,43.71,52.275,43.011,55.0,1,0,1
479.158,43.71,52.295,43.011,55.0,1,0,1
479.558,43.68,52.299,43.011,55.0,1,0,1
479.958,43.66,52.308,43.011,55.0,1,0,1
480.358,43.59,52.328,43.011,55.0,1,0,1
480.758,43.63,52.335,43.500,55.0,1,0,1
481.158,43.59,52.331,43.500,55.0,1,0,1
481.558,43.58,52.339,43.011,55.0,1,0,1
481.958,43.53,52.357,43.011,55.0,1,0,1
482.358,43.55,52.354,43.011,55.0,1,0,1
482.758,43.49,52.361,43.011,55.0,1,0,1
483.158,43.45,52.384,43.500,55.0,1,0,1
483.558,43.42,52.399,43.011,55.0,1,0,1
483.958,43.40,52.402,43.011,55.0,1,0,1
484.358,43.36,52.411,43.011,55.0,1,0,1
484.758,43.33,52.430,43.500,55.0,1,0,1
485.158,43.29,52.429,43.011,55.0,1,0,1
485.558,43.27,52.447,43.011,55.0,1,0,1
485.958,43.21,52.457,43.500,55.0,1,0,1
486.358,43.21,52.451,43.011,55.0,1,0,1
486.758,43.13,52.464,43.011,55.0,1,0,1
487.158,43.14,52.483,43.500,55.0,1,0,1
487.558,43.10,52.492,43.500,55.0,1,0,1
487.958,43.05,52.492,43.011,55.0,1,0,1
488.358,43.00,52.502,43.500,55.0,1,0,1
488.758,43.00,52.511,43.011,55.0,1,0,1
489.158,42.98,52.526,43.011,55.0,1,0,1
489.558,42.96,52.540,43.011,55.0,1,0,1
489.958,42.92,52.544,43.011,55.0,1,0,1
490.358,42.88,52.555,43.500,55.0,1,0,1
490.758,42.88,52.562,43.011,55.0,1,0,1
491.158,42.83,52.563,43.500,55.0,1,0,1
491.558,42.88,52.580,43.500,55.0,1,0,1
491.958,42.81,52.592,43.011,55.0,1,0,1
492.358,42.79,52.600,43.011,55.0,1,0,1
492.758,42.76,52.602,43.500,55.0,1,0,1
493.158,42.72,52.615,43.011,55.0,1,0,1
493.558,42.72,52.626,43.500,55.0,1,0,1
493.958,42.65,52.641,43.500,55.0,1,0,1
494.358,42.68,52.651,43.500,55.0,1,0,1
494.758,42.64,52.651,43.011,55.0,1,0,1
495.158,42.65,52.667,43.011,55.0,1,0,1
495.558,42.62,52.675,43.011,55.0,1,0,1
495.958,42.60,52.675,43.500,55.0,1,0,1
496.358,42.61,52.684,43.500,55.0,1,0,1
496.758,42.59,52.708,43.500,55.0,1,0,1
497.158,42.60,52.723,43.500,55.0,1,0,1
497.558,42.59,52.716,43.500,55.0,1,0,1
497.958,42.55,52.735,43.500,55.0,1,0,1
498.358,42.55,52.746,43.011,55.0,1,0,1
498.758,42.54,52.738,43.500,55.0,1,0,1
499.158,42.51,52.762,43.011,55.0,1,0,1
499.558,42.49,52.773,43.500,55.0,1,0,1
499.958,42.49,52.776,43.500,55.0,1,0,1
500.358,42.45,52.775,43.500,55.0,1,0,1
500.758,42.44,52.783,43.500,55.0,1,0,1
501.158,42.43,52.799,43.500,55.0,1,0,1
501.558,42.39,52.794,43.500,55.0,1,0,1
501.958,42.42,52.806,43.500,55.0,1,0,1
502.358,42.40,52.819,43.500,55.0,1,0,1
502.758,42.37,52.818,43.011,55.0,1,0,1
503.158,42.35,52.833,43.500,55.0,1,0,1
503.558,42.35,52.851,43.500,55.0,1,0,1
503.958,42.33,52.863,43.500,55.0,1,0,1
504.358,42.35,52.877,43.500,55.0,1,0,1
504.758,42.33,52.874,43.500,55.0,1,0,1
505.158,42.29,52.883,43.500,55.0,1,0,1
505.558,42.29,52.888,43.500,55.0,1,0,1
505.958,42.27,52.896,43.500,55.0,1,0,1
506.358,42.24,52.904,43.500,55.0,1,0,1
506.758,42.21,52.918,43.500,55.0,1,0,1
507.158,42.22,52.912,43.500,55.0,1,0,1
507.558,42.19,52.929,43.500,55.0,1,0,1
507.958,42.16,52.933,43.500,55.0,1,0,1
508.358,42.15,52.955,43.500,55.0,1,0,1
508.758,42.11,52.955,43.500,55.0,1,0,1
509.158,42.11,52.960,43.500,55.0,1,0,1
509.558,42.11,52.981,43.500,55.0,1,0,1
509.958,42.09,52.983,43.988,55.0,1,0,1
510.358,42.03,53.003,43.500,55.0,1,0,1
510.758,42.07,53.001,43.500,55.0,1,0,1
511.158,42.01,53.018,43.500,55.0,1,0,1
511.558,41.98,53.011,43.500,55.0,1,0,1
511.958,41.99,53.024,43.500,55.0,1,0,1
512.358,41.96,53.032,43.500,55.0,1,0,1
512.758,41.97,53.036,43.500,55.0,1,0,1
513.158,41.95,53.047,43.988,55.0,1,0,1
513.558,41.92,53.054,43.500,55.0,1,0,1
513.958,41.90,53.061,43.500,55.0,1,0,1
514.358,41.91,53.066,43.500,55.0,1,0,1
514.758,41.90,53.075,43.500,55.0,1,0,1
515.158,41.86,53.072,43.500,55.0,1,0,1
515.558,41.85,53.087,43.500,55.0,1,0,1
515.958,41.82,53.086,43.500,55.0,1,0,1
516.358,41.83,53.114,43.500,55.0,1,0,1
516.758,41.80,53.111,43.500,55.0,1,0,1
517.158,41.77,53.116,43.500,55.0,1,0,1
517.558,41.74,53.118,43.988,55.0,1,0,1
517.958,41.71,53.141,43.988,55.0,1,0,1
518.358,41.71,53.143,43.988,55.0,1,0,1
518.758,41.68,53.142,43.500,55.0,1,0,1
519.158,41.63,53.167,43.500,55.0,1,0,1
519.558,41.59,53.167,43.988,55.0,1,0,1
519.958,41.58,53.183,43.500,55.0,1,0,1
520.358,41.53,53.184,43.500,55.0,1,0,1
520.758,41.56,53.192,43.500,55.0,1,0,1
521.158,41.49,53.200,43.500,55.0,1,0,1
521.558,41.50,53.193,43.500,55.0,1,0,1
521.958,41.48,53.204,43.500,55.0,1,0,1
522.358,41.47,53.228,43.500,55.0,1,0,1
522.758,41.40,53.232,43.988,55.0,1,0,1
523.158,41.44,53.238,43.988,55.0,1,0,1
523.558,41.44,53.240,44.477,55.0,1,0,1
523.958,41.43,53.250,43.988,55.0,1,0,1
524.358,41.43,53.264,43.988,55.0,1,0,1
524.758,41.39,53.270,43.988,55.0,1,0,1
525.158,41.40,53.273,43.500,55.0,1,0,1
525.558,41.39,53.290,43.500,55.0,1,0,1
525.958,41.37,53.292,43.988,55.0,1,0,1
526.358,41.39,53.313,43.500,55.0,1,0,1
526.758,41.36,53.311,43.988,55.0,1,0,1
527.158,41.37,53.333,43.988,55.0,1,0,1
527.558,41.34,53.326,43.988,55.0,1,0,1
527.958,41.33,53.345,43.988,55.0,1,0,1
528.358,41.30,53.324,43.988,55.0,1,0,1
528.758,41.31,53.354,43.500,55.0,1,0,1
529.158,41.32,53.349,43.988,55.0,1,0,1
529.558,41.25,53.368,43.988,55.0,1,0,1
529.958,41.25,53.369,43.988,55.0,1,0,1
530.358,41.23,53.370,43.988,55.0,1,0,1
530.758,41.20,53.381,43.988,55.0,1,0,1
531.158,41.19,53.391,43.988,55.0,1,0,1
531.558,41.16,53.405,43.500,55.0,1,0,1
531.958,41.12,53.427,43.988,55.0,1,0,1
532.358,41.11,53.418,43.988,55.0,1,0,1
532.758,41.06,53.429,43.988,55.0,1,0,1
533.158,41.07,53.434,43.988,55.0,1,0,1
533.558,41.03,53.448,43.988,55.0,1,0,1
533.958,40.98,53.438,43.988,55.0,1,0,1
534.358,40.93,53.459,43.500,55.0,1,0,1
534.758,40.93,53.462,43.988,55.0,1,0,1
535.158,40.92,53.478,44.477,55.0,1,0,1
535.558,40.90,53.476,43.988,55.0,1,0,1
535.958,40.86,53.497,43.988,55.0,1,0,1
536.358,40.86,53.498,43.988,55.0,1,0,1
536.758,40.82,53.505,43.988,55.0,1,0,1
537.158,40.81,53.513,43.988,55.0,1,0,1
537.558,40.79,53.519,43.988,55.0,1,0,1
537.958,40.79,53.524,43.988,55.0,1,0,1
538.358,40.79,53.542,43.988,55.0,1,0,1
538.758,40.76,53.539,43.988,55.0,1,0,1
539.158,40.79,53.550,43.988,55.0,1,0,1
539.558,40.74,53.564,43.988,55.0,1,0,1
539.958,40.70,53.571,43.988,55.0,1,0,1
540.358,40.65,53.569,43.988,55.0,1,0,1
540.758,40.65,53.583,43.988,55.0,1,0,1
541.158,40.64,53.575,43.988,55.0,1,0,1
541.558,40.62,53.590,43.988,55.0,1,0,1
541.958,40.61,53.601,43.988,55.0,1,0,1
542.358,40.57,53.619,43.988,55.0,1,0,1
542.758,40.57,53.627,43.988,55.0,1,0,1
543.158,40.52,53.620,43.988,55.0,1,0,1
543.558,40.53,53.638,44.477,55.0,1,0,1
543.958,40.51,53.640,44.477,55.0,1,0,1
544.358,40.51,53.642,43.988,55.0,1,0,1
544.758,40.49,53.660,43.988,55.0,1,0,1
545.158,40.49,53.668,43.988,55.0,1,0,1
545.558,40.48,53.670,43.988,55.0,1,0,1
545.958,40.44,53.692,43.988,55.0,1,0,1
546.358,40.46,53.691,44.477,55.0,1,0,1
546.758,40.42,53.682,44.477,55.0,1,0,1
547.158,40.45,53.698,43.988,55.0,1,0,1
547.558,40.44,53.712,43.988,55.0,1,0,1
547.958,40.38,53.722,43.988,55.0,1,0,1
548.358,40.35,53.724,43.988,55.0,1,0,1
548.758,40.32,53.730,43.988,55.0,1,0,1
549.158,40.31,53.732,43.988,55.0,1,0,1
549.558,40.30,53.751,43.988,55.0,1,0,1
549.958,40.28,53.753,43.988,55.0,1,0,1
550.358,40.23,53.768,43.988,55.0,1,0,1
550.758,40.26,53.772,44.477,55.0,1,0,1
551.158,40.24,53.772,43.988,55.0,1,0,1
551.558,40.20,53.784,43.988,55.0,1,0,1
551.958,40.20,53.782,43.988,55.0,1,0,1
552.358,40.19,53.801,43.988,55.0,1,0,1
552.758,40.16,53.794,43.988,55.0,1,0,1
553.158,40.09,53.806,43.500,55.0,1,0,1
553.558,40.14,53.821,43.988,55.0,1,0,1
553.958,40.11,53.835,43.500,55.0,1,0,1
554.358,40.05,53.844,43.988,55.0,1,0,1
554.758,40.06,53.840,43.988,55.0,1,0,1
555.158,40.05,53.848,43.988,55.0,1,0,1
555.558,40.03,53.860,43.988,55.0,1,0,1
555.958,40.00,53.870,43.988,55.0,1,0,1
556.358,40.02,53.878,43.988,55.0,1,0,1
556.758,39.99,53.869,43.988,55.0,1,0,1
557.158,39.97,53.891,43.988,55.0,1,0,1
557.558,39.96,53.899,43.988,55.0,1,0,1
557.958,39.92,53.914,43.988,55.0,1,0,1
558.358,39.92,53.916,43.988,55.0,1,0,1
558.758,39.91,53.921,43.988,55.0,1,0,1
559.158,39.88,53.924,43.988,55.0,1,0,1
559.558,39.88,53.937,43.988,55.0,1,0,1
559.958,39.87,53.939,43.988,55.0,1,0,1
560.358,39.82,53.945,43.988,55.0,1,0,1
560.758,39.81,53.951,44.477,55.0,1,0,1
561.158,39.81,53.969,43.988,55.0,1,0,1
561.558,39.80,53.965,43.988,55.0,1,0,1
561.958,39.78,53.967,43.988,55.0,1,0,1
562.358,39.76,53.989,43.988,55.0,1,0,1
562.758,39.68,53.990,43.988,55.0,1,0,1
563.158,39.68,53.995,43.988,55.0,1,0,1
563.558,39.67,53.990,43.988,55.0,1,0,1
563.958,39.63,54.015,43.988,55.0,1,0,1
564.358,39.61,54.014,43.988,55.0,1,0,1
564.758,39.60,54.028,43.988,55.0,1,0,1
565.158,39.55,54.025,43.988,55.0,1,0,1
565.558,39.55,54.026,43.988,55.0,1,0,1
565.958,39.54,54.041,43.988,55.0,1,0,1
566.358,39.49,54.051,43.988,55.0,1,0,1
566.758,39.46,54.045,43.500,55.0,1,0,1
567.158,39.49,54.059,44.477,55.0,1,0,1
567.558,39.44,54.065,43.988,55.0,1,0,1
567.958,39.43,54.057,43.988,55.0,1,0,1
568.358,39.38,54.069,43.988,55.0,1,0,1
568.758,39.36,54.086,43.988,55.0,1,0,1
569.158,39.35,54.107,43.988,55.0,1,0,1
569.558,39.31,54.093,43.988,55.0,1,0,1
569.958,39.30,54.103,43.988,55.0,1,0,1
570.358,39.32,54.107,44.477,55.0,1,0,1
570.758,39.28,54.110,43.988,55.0,1,0,1
571.158,39.28,54.123,43.988,55.0,1,0,1
571.558,39.26,54.132,43.988,55.0,1,0,1
571.958,39.24,54.144,43.988,55.0,1,0,1
572.358,39.25,54.158,43.988,55.0,1,0,1
572.758,39.23,54.150,43.988,55.0,1,0,1
573.158,39.22,54.162,43.500,55.0,1,0,1
573.558,39.20,54.177,43.988,55.0,1,0,1
573.958,39.17,54.181,43.988,55.0,1,0,1
574.358,39.16,54.192,43.988,55.0,1,0,1
574.758,39.11,54.187,43.988,55.0,1,0,1
575.158,39.10,54.206,43.988,55.0,1,0,1
575.558,39.09,54.204,43.988,55.0,1,0,1
575.958,39.05,54.229,44.477,55.0,1,0,1
576.358,39.05,54.221,43.988,55.0,1,0,1
576.758,39.05,54.224,44.477,55.0,1,0,1
577.158,39.03,54.233,43.988,55.0,1,0,1
577.558,39.03,54.233,44.477,55.0,1,0,1
577.958,39.01,54.257,43.988,55.0,1,0,1
578.358,39.00,54.250,43.988,55.0,1,0,1
578.758,39.00,54.247,43.988,55.0,1,0,1
579.158,38.97,54.261,43.988,55.0,1,0,1
579.558,38.96,54.273,43.988,55.0,1,0,1
579.958,38.94,54.268,43.988,55.0,1,0,1
580.358,38.93,54.259,43.988,55.0,1,0,1
580.758,38.94,54.295,43.988,55.0,1,0,1
581.158,38.92,54.295,43.988,55.0,1,0,1
581.558,38.93,54.307,43.988,55.0,1,0,1
581.958,38.91,54.311,44.477,55.0,1,0,1
582.358,38.90,54.315,44.477,55.0,1,0,1
582.758,38.89,54.332,44.477,55.0,1,0,1
583.158,38.92,54.326,44.477,55.0,1,0,1
583.558,38.88,54.339,44.477,55.0,1,0,1
583.958,38.88,54.339,44.477,55.0,1,0,1
584.358,38.88,54.347,44.477,55.0,1,0,1
584.758,38.84,54.353,43.988,55.0,1,0,1
585.158,38.87,54.354,44.477,55.0,1,0,1
585.558,38.84,54.378,43.988,55.0,1,0,1
585.958,38.81,54.375,43.988,55.0,1,0,1
586.358,38.83,54.376,44.477,55.0,1,0,1
586.758,38.83,54.388,43.988,55.0,1,0,1
587.158,38.78,54.397,45.455,55.0,1,0,1
587.558,38.78,54.403,44.477,55.0,1,0,1
587.958,38.76,54.416,43.988,55.0,1,0,1
588.358,38.78,54.422,44.477,55.0,1,0,1
588.758,38.75,54.423,44.477,55.0,1,0,1
589.158,38.73,54.421,44.477,55.0,1,0,1
589.558,38.72,54.431,43.988,55.0,1,0,1
589.958,38.70,54.436,44.477,55.0,1,0,1
590.358,38.71,54.442,44.477,55.0,1,0,1
590.758,38.68,54.456,44.477,55.0,1,0,1
591.158,38.66,54.468,44.477,55.0,1,0,1
591.558,38.66,54.469,43.988,55.0,1,0,1
591.958,38.65,54.478,44.477,55.0,1,0,1
592.358,38.64,54.466,44.477,55.0,1,0,1
592.758,38.61,54.494,44.477,55.0,1,0,1
593.158,38.64,54.497,44.477,55.0,1,0,1
593.558,38.61,54.499,43.988,55.0,1,0,1
593.958,38.59,54.502,44.477,55.0,1,0,1
594.358,38.61,54.525,43.988,55.0,1,0,1
594.758,38.58,54.517,44.477,55.0,1,0,1
595.158,38.54,54.523,44.477,55.0,1,0,1
595.558,38.57,54.521,44.477,55.0,1,0,1
595.958,38.55,54.531,44.477,55.0,1,0,1
596.358,38.55,54.544,44.477,55.0,1,0,1
596.758,38.50,54.556,44.477,55.0,1,0,1
597.158,38.52,54.555,44.477,55.0,1,0,1
597.558,38.51,54.563,44.477,55.0,1,0,1
597.958,38.44,54.566,43.988,55.0,1,0,1
598.358,38.43,54.577,43.988,55.0,1,0,1
598.758,38.45,54.585,44.477,55.0,1,0,1
599.158,38.44,54.580,44.477,55.0,1,0,1
599.558,38.43,54.592,44.477,55.0,1,0,1
599.958,38.40,54.603,44.477,55.0,1,0,1
600.358,38.39,54.599,44.477,55.0,1,0,1
600.758,38.34,54.612,44.966,55.0,1,0,1
601.158,38.32,54.617,44.477,55.0,1,0,1
601.558,38.32,54.626,43.988,55.0,1,0,1
601.958,38.27,54.648,43.988,55.0,1,0,1
602.358,38.27,54.642,44.477,55.0,1,0,1
602.758,38.23,54.653,44.477,55.0,1,0,1
603.158,38.25,54.646,44.477,55.0,1,0,1
603.558,38.19,54.661,44.477,55.0,1,0,1
603.958,38.15,54.667,44.477,55.0,1,0,1
604.358,38.12,54.671,43.988,55.0,1,0,1
604.758,38.08,54.667,44.477,55.0,1,0,1
605.158,38.04,54.682,43.988,55.0,1,0,1
605.558,38.02,54.688,44.477,55.0,1,0,1
605.958,38.00,54.671,44.477,55.0,1,0,1
606.358,37.99,54.701,44.477,55.0,1,0,1
606.758,37.94,54.708,44.966,55.0,1,0,1
607.158,37.95,54.709,44.477,55.0,1,0,1
607.558,37.97,54.714,44.477,55.0,1,0,1
607.958,37.93,54.706,44.477,55.0,1,0,1
608.358,37.91,54.713,44.477,55.0,1,0,1
608.758,37.91,54.730,44.477,55.0,1,0,1
609.158,37.86,54.739,44.477,55.0,1,0,1
609.558,37.86,54.747,44.477,55.0,1,0,1
609.958,37.87,54.754,44.477,55.0,1,0,1
610.358,37.83,54.749,44.477,55.0,1,0,1
610.758,37.82,54.770,44.477,55.0,1,0,1
611.158,37.83,54.767,43.988,55.0,1,0,1
611.558,37.84,54.776,43.988,55.0,1,0,1
611.958,37.85,54.771,44.477,55.0,1,0,1
612.358,37.79,54.775,44.477,55.0,1,0,1
612.758,37.81,54.773,44.477,55.0,1,0,1
613.158,37.78,54.787,43.988,55.0,1,0,1
613.558,37.76,54.805,44.477,55.0,1,0,1
613.958,37.75,54.795,44.477,55.0,1,0,1
614.358,37.75,54.807,43.988,55.0,1,0,1
614.758,37.71,54.820,43.988,55.0,1,0,1
615.158,37.72,54.814,44.477,55.0,1,0,1
615.558,37.70,54.826,44.966,55.0,1,0,1
615.958,37.69,54.826,44.477,55.0,1,0,1
616.358,37.68,54.843,44.477,55.0,1,0,1
616.758,37.64,54.855,44.966,55.0,1,0,1
617.158,37.65,54.849,44.477,55.0,1,0,1
617.558,37.64,54.858,44.477,55.0,1,0,1
617.958,37.65,54.861,44.477,55.0,1,0,1
618.358,37.62,54.866,44.477,55.0,1,0,1
618.758,37.64,54.877,44.477,55.0,1,0,1
619.158,37.59,54.888,44.477,55.0,1,0,1
619.558,37.60,54.893,44.477,55.0,1,0,1
619.958,37.60,54.892,44.477,55.0,1,0,1
620.358,37.59,54.904,44.477,55.0,1,0,1
620.758,37.61,54.909,44.477,55.0,1,0,1
621.158,37.55,54.917,44.477,55.0,1,0,1
621.558,37.59,54.928,44.477,55.0,1,0,1
621.958,37.57,54.922,44.966,55.0,1,0,1
622.358,37.58,54.933,44.477,55.0,1,0,1
622.758,37.56,54.927,44.477,55.0,1,0,1
623.158,37.54,54.938,44.477,55.0,1,0,1
623.558,37.55,54.943,44.966,55.0,1,0,1
623.958,37.55,54.951,44.477,55.0,1,0,1
624.358,37.52,54.954,44.477,55.0,1,0,1
624.758,37.50,54.953,44.966,55.0,1,0,1
625.158,37.52,54.964,44.477,55.0,1,0,1
625.558,37.49,54.963,44.966,55.0,1,0,1
625.958,37.50,54.972,44.477,55.0,1,0,1
626.358,37.44,54.989,44.477,55.0,1,0,1
626.758,37.42,55.000,44.477,55.0,1,0,1
